Day,Price,Adjusted_MVRV,mvrv,oversold,overbought
2010-11-24T00:00:00+00:00,0.283,0.6859790385142239,2.1100510254738665,-1.5255540691223803,3.1485976654162666
2010-11-25T00:00:00+00:00,0.28,0.6760774874948984,2.0746886011083157,-1.5251543089731436,3.148098040124834
2010-11-26T00:00:00+00:00,0.2844,0.6761801206936624,2.0747599543655797,-1.5247547085682251,3.147598664334182
2010-11-27T00:00:00+00:00,0.283,0.6708796644861995,2.055635473798321,-1.5243552677800105,3.1470995377952447
2010-11-28T00:00:00+00:00,0.27,0.6495141228524391,1.9789437732993655,-1.5239559864810346,3.14660066025933
2010-11-29T00:00:00+00:00,0.2299,0.5852257973184151,1.7435810371014984,-1.5235568645439859,3.1461020314781187
2010-11-30T00:00:00+00:00,0.2082,0.5459863169235692,1.5956565150628048,-1.5231579018417065,3.145603651203662
