Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA365,MVRV_proxy,MVRV_z_score,MVRV_regression
2016-12-30 00:00:00+00:00,972.5349731445312,972.5349731445312,934.8330078125,961.2379760742188,187474000,0.0,0.0,567.4095285912083,1.6940814837227474,-0.11520520351569485,1.7767855369741286
2016-12-31 00:00:00+00:00,960.6270141601562,963.7429809570312,947.2360229492188,963.7429809570312,99135104,0.0,0.0,568.8599641146725,1.694165597427695,-0.11470995790396728,1.7765141214304407
2017-01-01 00:00:00+00:00,963.6580200195312,1003.0800170898438,958.698974609375,998.3250122070312,147775008,0.0,0.0,570.407599796661,1.750195846904765,-0.03628278871464384,1.776242705886753
2017-01-02 00:00:00+00:00,998.6170043945312,1031.3900146484375,996.7020263671875,1021.75,222184992,0.0,0.0,572.0288025738441,1.78618628188412,0.014229292678332995,1.7759712903430653
2017-01-03 00:00:00+00:00,1021.5999755859375,1044.0799560546875,1021.5999755859375,1043.8399658203125,185168000,0.0,0.0,573.7020874023438,1.8194808572977281,0.060986091981596526,1.7756998747993775
2017-01-04 00:00:00+00:00,1044.4000244140625,1159.4200439453125,1044.4000244140625,1154.72998046875,344945984,0.0,0.0,575.6822791530661,2.0058459714403036,0.32096729653773426,1.7754284592556897
2017-01-05 00:00:00+00:00,1156.72998046875,1191.0999755859375,910.4169921875,1013.3800048828125,510199008,0.0,0.0,577.2830325610017,1.7554300884042149,-0.027479280780481553,1.775157043712002
2017-01-06 00:00:00+00:00,1014.239990234375,1046.81005859375,883.9439697265625,902.2009887695312,351876000,0.0,0.0,578.499890053109,1.559552567394101,-0.2999549370905402,1.774885628168314
2017-01-07 00:00:00+00:00,903.4869995117188,908.5850219726562,823.5560302734375,908.5850219726562,279550016,0.0,0.0,579.747438028414,1.567208343451318,-0.2889125070549257,1.7746142126246265
2017-01-08 00:00:00+00:00,908.1749877929688,942.7239990234375,887.2490234375,911.198974609375,158715008,0.0,0.0,581.0175420891749,1.5682813488435496,-0.2870397537684261,1.7743427970809387
2017-01-09 00:00:00+00:00,913.2440185546875,913.6859741210938,879.8070068359375,902.8280029296875,141876992,0.0,0.0,582.2636708716824,1.5505483994529519,-0.3113633447103956,1.7740713815372509
2017-01-10 00:00:00+00:00,902.4400024414062,914.8729858398438,901.0599975585938,907.6790161132812,115808000,0.0,0.0,583.5218928088881,1.5555183572359286,-0.30406220943272394,1.7737999659935633
2017-01-11 00:00:00+00:00,908.114990234375,919.447998046875,762.7650146484375,777.7570190429688,310928992,0.0,0.0,584.4590627173855,1.3307296757909155,-0.6168105729540445,1.7735285504498755
